Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.59.18	23.59.18	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.51.50	23.51.50	00.00.00	
2. Link Surya to M5	Host is alive	23.59.21	23.59.21	00.00.00	
3. Link Surya to New AB	Host is alive	23.59.21	23.59.21	00.00.00	
4. Link New AB to Surya	Host is alive	23.59.18	23.59.18	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.59.21	23.59.21	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.51.42	23.51.42	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.54.29	23.54.29	00.00.00	
8. Mega Shop to Farnorth	Host is alive	23.51.13	22.50.58	01.00.15	
9. Link Surya To Liebherr Office	Host is alive	23.51.49	23.51.49	00.00.00	

