Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.52.22	23.52.22	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.51.12	23.51.12	00.00.00	
2. Link Surya to M5	Host is alive	23.52.27	23.52.27	00.00.00	
3. Link Surya to New AB	Host is alive	23.52.21	23.52.21	00.00.00	
4. Link New AB to Surya	Host is alive	23.52.28	23.52.28	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.52.22	23.52.22	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.51.12	23.51.12	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.24	1 day 00.00.24	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.01.43	19.30.38	04.31.05	
9. Link Surya To Liebherr Office	Host is alive	23.51.12	23.51.12	00.00.00	

