Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	14.26.34	14.26.34	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	14.20.40	14.20.40	00.00.00	
2. Link Surya to M5	Host is alive	14.26.34	14.26.34	00.00.00	
3. Link Surya to New AB	Host is alive	14.26.30	14.26.30	00.00.00	
4. Link New AB to Surya	Host is alive	14.26.34	14.26.34	00.00.00	
5. Link New AB to Farnorth	Host is alive	14.26.34	14.26.34	00.00.00	
6. Link Farnorth to New AB	Host is alive	14.20.41	14.20.41	00.00.00	
7. Farnorth to Mega Shop	Host is alive	14.30.13	14.30.13	00.00.00	
8. Mega Shop to Farnorth	Host is alive	14.00.37	13.30.29	00.30.08	
9. Link Surya To Liebherr Office	Host is alive	14.20.39	14.20.39	00.00.00	

