Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.55.48	23.55.48	00.00.00	
04. Exalt KPC Pelangi Camp	Host is alive	23.55.58	23.45.48	00.10.10	
05. Switch KPC 15K	Host is alive	23.55.48	23.55.48	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
14. ALU AB                      Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.55.45	23.55.45	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.55.48	23.55.48	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.55.45	23.55.45	00.00.00	
23. Link TBTS Lignite	Host is alive	23.55.48	23.55.48	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.55.48	23.55.48	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.55.48	23.55.48	00.00.00	
28. Link NEC AB-to-BIG	Host is alive	23.56.22	23.56.22	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.56.09	23.55.46	00.00.22	
30. Link NEC AB-to-FN	Host is alive	23.56.13	23.56.13	00.00.00	
31. Link NEC FN-to-AB	Host is alive	23.56.19	23.56.19	00.00.00	
Genset CH 15000	Host is alive	23.55.48	23.55.48	00.00.00	

