Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	09.45.06	09.38.05	00.07.00	
04. Exalt KPC Pelangi Camp	Host is alive	09.45.06	09.38.05	00.07.00	
05. Switch KPC 15K	Host is alive	09.45.06	09.38.05	00.07.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	09.45.06	09.45.06	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	09.45.06	09.45.06	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	09.45.06	09.45.06	00.00.00	
14. ALU AB                      Oncall Telco SGT	Host is alive	09.45.06	09.37.50	00.07.15	
15. ALU HATARI             Oncall Telco SGT	Host is alive	09.45.06	09.37.50	00.07.15	
21. Link TBTS Inul Middle	Host is alive	09.45.06	09.38.02	00.07.03	
22. Link TBTS Galaxy ( switch )	Host is alive	09.45.06	09.45.06	00.00.00	
23. Link TBTS Lignite	Host is alive	09.45.06	09.38.02	00.07.03	
26. Link Backup Nokia Lignite to Middle	Host is alive	09.45.06	09.38.02	00.07.03	
27. Link Backup Nokia Middle toLignite	Host is alive	09.45.06	09.38.02	00.07.03	
28. Link NEC AB-to-BIG	Host is alive	09.43.47	09.38.18	00.05.28	
29. Link NEC BINTANG-to-AB	Host is alive	09.43.54	09.37.58	00.05.55	
30. Link NEC AB-to-FN	Host is alive	09.44.00	09.38.12	00.05.47	
31. Link NEC FN-to-AB	Host is alive	09.43.55	09.37.50	00.06.05	
Genset CH 15000	Host is alive	09.45.06	09.38.02	00.07.03	

