Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.58.52	23.13.04	00.45.48	
04. Exalt KPC Pelangi Camp	Host is alive	23.58.05	23.58.05	00.00.00	
05. Switch KPC 15K	Host is alive	23.58.13	23.58.13	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.58.12	23.58.12	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.58.02	23.36.03	00.21.58	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.58.03	23.36.04	00.21.58	
14. ALU AB                      Oncall Telco SGT	Host is alive	23.58.11	23.58.11	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.58.12	23.58.12	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.58.12	23.58.12	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.58.10	23.58.10	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.58.10	23.58.10	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.58.09	23.58.09	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.58.08	23.58.08	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.58.13	23.58.13	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.58.13	23.58.13	00.00.00	
23. Link TBTS Lignite	Host is alive	23.58.12	23.58.12	00.00.00	
24. ALU PTH to LBTT   Oncall Telco SGT	Host is alive	23.58.07	23.58.07	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.57.58	23.57.58	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.58.02	23.58.02	00.00.00	
28. NEC AB-to-BIG	Host is alive	1 day 00.04.34	23.59.25	00.05.08	
29. NEC BINTANG-to-AB	Host is alive	1 day 00.04.24	23.59.15	00.05.08	
Genset CH 15000	Host is alive	23.58.10	23.58.10	00.00.00	

