Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.55.47	23.05.55	00.49.52	
04. Exalt KPC Pelangi Camp	Host is alive	23.55.50	23.05.52	00.49.58	
05. Switch KPC 15K	Host is alive	23.55.52	23.05.53	00.49.59	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.55.50	23.05.46	00.50.04	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.53.48	23.00.48	00.52.59	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.58.05	23.05.49	00.52.15	
14. ALU AB                      Oncall Telco SGT	Host is alive	23.55.53	23.05.49	00.50.04	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.55.53	23.05.49	00.50.04	
21. Link TBTS Inul Middle	Host is alive	23.55.49	23.05.53	00.49.56	
22. Link TBTS Galaxy ( switch )	Host is alive	23.55.53	23.05.53	00.50.00	
23. Link TBTS Lignite	Host is alive	23.55.51	23.05.54	00.49.57	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.55.56	23.08.03	00.47.52	
27. Link Backup Nokia Middle toLignite	Host is alive	23.56.04	23.08.06	00.47.58	
28. Link NEC AB-to-BIG	Host is alive	23.57.35	23.05.34	00.52.01	
29. Link NEC BINTANG-to-AB	Host is alive	23.57.41	23.05.20	00.52.21	
30. Link NEC AB-to-FN	Host is alive	23.57.37	23.05.57	00.51.40	
31. Link NEC FN-to-AB	Host is alive	23.57.37	23.05.27	00.52.10	
Genset CH 15000	Host is alive	23.55.50	23.05.47	00.50.03	

