Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.55.22	23.55.22	00.00.00	
2. Link Surya to M5	Host is alive	23.55.19	23.55.19	00.00.00	
3. Link Surya to New AB	Host is alive	23.55.19	23.55.19	00.00.00	
4. Link New AB to Surya	Host is alive	23.55.19	23.55.19	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.55.19	23.55.19	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.51.05	23.51.05	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.01.27	23.36.03	00.25.24	
8. Mega Shop to Farnorth	No answer	23.53.25	00.00.00	23.53.25	
9. Link Liebherr Office To Surya	Host is alive	23.51.15	23.51.15	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.51.15	23.51.15	00.00.00	

