Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00.00.15	1 day 00.00.15	00.00.00	
2. Link Surya to M5	Host is alive	1 day 00.00.19	1 day 00.00.19	00.00.00	
3. Link Surya to New AB	Host is alive	1 day 00.00.19	1 day 00.00.19	00.00.00	
4. Link New AB to Surya	Host is alive	1 day 00.00.19	1 day 00.00.19	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.00.17	1 day 00.00.17	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.54.35	23.54.35	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.44.19	23.44.19	00.00.00	
8. Mega Shop to Farnorth	No answer	23.46.43	01.30.01	22.16.41	
9. Link Liebherr Office To Surya	Host is alive	23.54.27	23.54.27	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.54.30	23.54.30	00.00.00	

