Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	15.11.59	15.11.59	00.00.00	
2. Link Surya to M5	Host is alive	15.12.00	15.12.00	00.00.00	
3. Link Surya to New AB	Host is alive	15.12.01	15.12.01	00.00.00	
4. Link New AB to Surya	Host is alive	15.12.01	15.12.01	00.00.00	
5. Link New AB to Farnorth	Host is alive	15.12.02	15.12.02	00.00.00	
6. Link Farnorth to New AB	Host is alive	15.16.40	15.16.40	00.00.00	
7. Farnorth to Mega Shop	Host is alive	15.06.12	15.06.12	00.00.00	
8. Mega Shop to Farnorth	No answer	15.39.12	00.00.00	15.39.12	
9. Link Liebherr Office To Surya	Host is alive	15.16.34	15.16.34	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	15.16.34	15.16.34	00.00.00	

