Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	08.02.26	08.02.26	00.00.00	
2. Link Surya to M5	Host is alive	08.02.25	08.02.25	00.00.00	
3. Link Surya to New AB	Host is alive	08.02.25	08.02.25	00.00.00	
4. Link New AB to Surya	Host is alive	08.02.25	08.02.25	00.00.00	
5. Link New AB to Farnorth	Host is alive	08.02.26	08.02.26	00.00.00	
6. Link Farnorth to New AB	Host is alive	08.02.26	08.02.26	00.00.00	
7. Farnorth to Mega Shop	Host is alive	08.22.30	08.22.30	00.00.00	
8. Mega Shop to Farnorth	No answer	08.21.46	06.01.57	02.19.48	
9. Link Liebherr Office To Surya	Host is alive	08.02.23	08.02.23	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	08.02.23	08.02.23	00.00.00	

