Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	1 day 00.00.21	23.42.55	00.17.26	
02. NEC Harapan	Host is alive	1 day 00.00.18	23.42.56	00.17.22	
03. NEC AB	Host is alive	1 day 00.00.18	1 day 00.00.18	00.00.00	
04. NEC Farnorth	Host is alive	1 day 00.00.18	1 day 00.00.18	00.00.00	
05. NEC Middle	Host is alive	1 day 00.00.19	23.42.53	00.17.25	
06. NEC Lignite	Host is alive	1 day 00.00.18	23.42.56	00.17.22	
07. NEC Surya	Host is alive	1 day 00.00.17	23.42.55	00.17.22	
08. NEC Bintang	Host is alive	1 day 00.00.17	23.42.55	00.17.22	
09. NEC PTH	Host is alive	1 day 00.00.18	1 day 00.00.18	00.00.00	
10. NEC PNS	Host is alive	23.58.17	23.41.13	00.17.03	
11. NEC LBTT	Host is alive	1 day 00.00.18	23.42.56	00.17.22	
11.1 NEC LBTT via MKN	Host is alive	23.58.06	23.58.06	00.00.00	
12. NEC 15K	Host is alive	1 day 00.00.18	23.42.54	00.17.24	
12.1 NEC 15K via MKN	Host is alive	23.58.03	23.46.41	00.11.21	
13. NEC M5 -PitJ	Host is alive	1 day 00.00.22	23.42.52	00.17.30	
13. NEC PitJ	Host is alive	1 day 00.00.18	23.42.52	00.17.25	

