Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	1 day 00.01.18	1 day 00.01.18	00.00.00	
02. NEC Harapan	Host is alive	1 day 00.01.18	1 day 00.01.18	00.00.00	
03. NEC AB	Host is alive	1 day 00.01.02	1 day 00.01.02	00.00.00	
04. NEC Farnorth	Host is alive	1 day 00.01.04	1 day 00.01.04	00.00.00	
05. NEC Middle	Host is alive	1 day 00.01.04	1 day 00.01.04	00.00.00	
06. NEC Lignite	Host is alive	1 day 00.01.06	1 day 00.01.06	00.00.00	
07. NEC Surya	Host is alive	1 day 00.01.18	1 day 00.01.18	00.00.00	
08. NEC Bintang	Host is alive	1 day 00.01.18	1 day 00.01.18	00.00.00	
09. NEC PTH	Host is alive	1 day 00.01.18	1 day 00.01.18	00.00.00	
10. NEC PNS	Host is alive	23.56.31	23.55.23	00.01.07	
11. NEC LBTT	Host is alive	1 day 00.01.20	1 day 00.01.20	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.57.36	23.55.20	00.02.16	
12. NEC 15K	Host is alive	1 day 00.01.20	1 day 00.01.20	00.00.00	
12.1 NEC 15K via MKN	Host is alive	23.57.13	23.51.32	00.05.40	
13. NEC M5 -PitJ	Host is alive	1 day 00.01.22	1 day 00.01.22	00.00.00	
13. NEC PitJ	Host is alive	1 day 00.01.19	1 day 00.01.19	00.00.00	

