Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.52.53	23.47.44	00.05.08	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.11	1 day 00.01.11	00.00.00	
2. Link Surya to M5	Host is alive	23.52.53	23.47.44	00.05.08	
3. Link Surya to New AB	Host is alive	23.52.53	23.47.44	00.05.08	
4. Link New AB to Surya	Host is alive	23.52.53	23.47.44	00.05.08	
5. Link New AB to Farnorth	Host is alive	23.52.53	23.47.44	00.05.08	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.12	1 day 00.01.12	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.22	1 day 00.00.22	00.00.00	
8. Mega Shop to Farnorth	No answer	23.35.19	00.00.00	23.35.19	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.11	1 day 00.01.11	00.00.00	

