Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
9. Link Surya To Liebherr Office	Host is alive	23.58.13	22.53.45	01.04.27	
8. Mega Shop to Farnorth	Host is alive	23.48.08	22.42.35	01.05.33	
7. Farnorth to Mega Shop	Host is alive	23.48.07	22.35.12	01.12.55	
6. Link Farnorth to New AB	Host is alive	23.58.18	22.53.57	01.04.20	
5. Link New AB to Farnorth	Host is alive	23.58.47	23.00.16	00.58.30	
4. Link New AB to Surya	Host is alive	23.58.47	23.00.16	00.58.30	
3. Link Surya to New AB	Host is alive	23.58.47	23.00.16	00.58.30	
2. Link Surya to M5	Host is alive	23.58.47	23.00.16	00.58.30	
10. Link Liebherr Office To Surya	Host is alive	23.58.13	22.53.45	01.04.27	
1. Link M5 to Surya	Host is alive	23.58.47	23.00.16	00.58.30	

