Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.57.24	23.57.24	00.00.00	
02. NEC Harapan	Host is alive	23.57.30	23.57.30	00.00.00	
03. NEC AB	Host is alive	23.58.02	23.37.29	00.20.33	
04. NEC Farnorth	Host is alive	23.58.02	23.37.29	00.20.33	
05. NEC Middle	Host is alive	23.58.02	23.37.29	00.20.33	
07. NEC Surya	Host is alive	23.57.30	23.57.30	00.00.00	
08. NEC Bintang	Host is alive	23.57.30	23.57.30	00.00.00	
09. NEC PTH	Host is alive	23.57.30	23.57.30	00.00.00	
10. NEC PNS	Host is alive	23.58.36	23.58.36	00.00.00	
11. NEC LBTT	Host is alive	23.57.30	23.57.30	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.58.57	23.58.57	00.00.00	
12. NEC 15K	Host is alive	23.57.31	23.57.31	00.00.00	
12.1 NEC 15K via MKN	Host is alive	23.58.14	23.58.14	00.00.00	

