Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.53.01	23.02.53	00.50.08	
02. NEC Harapan	Host is alive	23.52.59	23.02.51	00.50.08	
03. NEC AB	Host is alive	23.52.59	23.02.53	00.50.06	
04. NEC Farnorth	Host is alive	23.52.59	23.02.51	00.50.08	
05. NEC Middle	Host is alive	23.52.59	23.02.51	00.50.08	
07. NEC Surya	Host is alive	23.52.59	23.02.51	00.50.08	
08. NEC Bintang	Host is alive	23.52.59	23.02.51	00.50.08	
09. NEC PTH	Host is alive	23.52.59	23.02.51	00.50.08	
10. NEC PNS	Host is alive	23.54.06	23.00.46	00.53.20	
11. NEC LBTT	Host is alive	23.52.59	23.02.51	00.50.08	
11.1 NEC LBTT via MKN	Host is alive	23.54.52	23.24.53	00.29.59	
12. NEC 15K	Host is alive	23.52.57	23.02.49	00.50.08	
12.1 NEC 15K via MKN	Host is alive	23.54.51	23.24.54	00.29.57	

