Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.53.46	22.32.24	01.21.22	
02. Switch KPC LBTT	Host is alive	23.53.52	22.47.46	01.06.05	
04. Exalt KPC Pelangi Camp	Host is alive	23.53.46	23.02.55	00.50.51	
05. Switch KPC 15K	Host is alive	23.53.52	22.57.54	00.55.58	
10. Link Metro MKN Jakarta-----!	Host is alive	23.53.47	23.53.47	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.53.47	23.07.34	00.46.13	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.53.47	23.07.34	00.46.13	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.53.47	23.07.34	00.46.13	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.53.47	23.07.34	00.46.13	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.53.47	23.07.34	00.46.13	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.53.46	23.07.31	00.46.15	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.53.46	23.07.31	00.46.15	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.53.47	23.07.32	00.46.15	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.53.46	23.07.31	00.46.15	
21. Link TBTS Inul Middle	Host is alive	23.53.47	23.07.34	00.46.13	
22. Link TBTS Galaxy ( switch )	Host is alive	23.53.50	23.07.37	00.46.13	
23. Link TBTS Lignite	Host is alive	23.53.47	23.07.34	00.46.13	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.53.52	23.07.37	00.46.15	
27. Link Backup Nokia Middle toLignite	Host is alive	23.54.06	23.07.53	00.46.13	
28. Link NEC AB-to-BIG	Host is alive	23.55.19	23.11.11	00.44.08	
29. Link NEC BINTANG-to-AB	Host is alive	23.55.21	23.11.14	00.44.07	
30. Link NEC AB-to-FN	Host is alive	23.55.16	23.11.09	00.44.07	
31. Link NEC FN-to-AB	Host is alive	23.55.24	23.11.31	00.43.53	
32. Link NEC HT to AB	Host is alive	23.55.24	23.11.16	00.44.08	
33. Link NEC AB to HT	Host is alive	23.55.13	23.11.05	00.44.08	
Genset CH 15000	Host is alive	23.53.46	23.07.33	00.46.13	

