Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.55.39	23.55.39	00.00.00	
2. Link Surya to M5	Host is alive	23.55.39	23.55.39	00.00.00	
3. Link Surya to New AB	Host is alive	23.55.42	23.55.42	00.00.00	
4. Link New AB to Surya	Host is alive	23.55.39	23.55.39	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.55.39	23.55.39	00.00.00	
6. Link Farnorth to New AB	Host is alive	1 day 00.00.56	23.50.48	00.10.08	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.33	1 day 00.00.33	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.00.46	23.00.33	01.00.13	
9. Link Liebherr Office To Surya	Host is alive	1 day 00.00.38	1 day 00.00.38	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.00.38	1 day 00.00.38	00.00.00	

