Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	19.25.30	19.25.30	00.00.00	
2. Link Surya to M5	Host is alive	19.25.31	19.25.31	00.00.00	
3. Link Surya to New AB	Host is alive	19.20.30	19.20.30	00.00.00	
4. Link New AB to Surya	Host is alive	19.20.30	19.20.30	00.00.00	
5. Link New AB to Farnorth	Host is alive	19.20.30	19.20.30	00.00.00	
6. Link Farnorth to New AB	Host is alive	19.30.28	19.30.28	00.00.00	
7. Farnorth to Mega Shop	Host is alive	19.30.25	19.30.25	00.00.00	
8. Mega Shop to Farnorth	Host is alive	19.30.24	19.30.24	00.00.00	
9. Link Liebherr Office To Surya	Host is alive	19.20.28	19.20.28	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	19.20.28	19.20.28	00.00.00	

