Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.55.27	23.55.27	00.00.00	
2. Link Surya to M5	Host is alive	23.55.21	23.55.21	00.00.00	
9. Link Liebherr Office To Surya	Host is alive	23.46.44	23.46.44	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.46.44	23.46.44	00.00.00	
3. Link Surya to New AB	Host is alive	23.55.09	23.55.09	00.00.00	
8. Mega Shop to Farnorth	No answer	23.47.52	00.00.00	23.47.52	
5. Link New AB to Farnorth	Host is alive	23.55.08	23.55.08	00.00.00	
4. Link New AB to Surya	Host is alive	23.55.20	23.55.20	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.46.44	23.46.44	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.56.56	23.56.56	00.00.00	

