Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	12.10.28	12.10.28	00.00.00	
2. Link Surya to M5	Host is alive	12.10.28	12.10.28	00.00.00	
3. Link Surya to New AB	Host is alive	12.10.28	12.10.28	00.00.00	
4. Link New AB to Surya	Host is alive	12.10.29	12.10.29	00.00.00	
5. Link New AB to Farnorth	Host is alive	12.10.28	12.10.28	00.00.00	
6. Link Farnorth to New AB	Host is alive	12.10.27	12.10.27	00.00.00	
7. Farnorth to Mega Shop	Host is alive	12.00.14	12.00.14	00.00.00	
8. Mega Shop to Farnorth	No answer	12.32.40	00.00.00	12.32.40	
9. Link Liebherr Office To Surya	Host is alive	12.10.22	12.10.22	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	12.10.22	12.10.22	00.00.00	

