Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.50	23.57.50	00.00.00	
2. Link Surya to M5	Host is alive	23.57.50	23.57.50	00.00.00	
3. Link Surya to New AB	Host is alive	23.57.46	23.57.46	00.00.00	
4. Link New AB to Surya	Host is alive	23.57.46	23.57.46	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.57.46	23.57.46	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.58.15	23.58.15	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.49.52	23.49.52	00.00.00	
8. Mega Shop to Farnorth	No answer	23.44.03	00.00.00	23.44.03	
9. Link Liebherr Office To Surya	Host is alive	23.58.17	23.58.17	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.58.17	23.58.17	00.00.00	

