Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.53.59	23.53.59	00.00.00	
2. Link Surya to M5	Host is alive	23.54.01	23.54.01	00.00.00	
3. Link Surya to New AB	Host is alive	23.53.54	23.53.54	00.00.00	
4. Link New AB to Surya	Host is alive	23.53.54	23.53.54	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.53.54	23.53.54	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.58.58	23.58.58	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.48.32	23.48.32	00.00.00	
8. Mega Shop to Farnorth	No answer	23.48.24	00.00.00	23.48.24	
9. Link Liebherr Office To Surya	Host is alive	23.58.35	23.58.35	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.58.35	23.58.35	00.00.00	

