Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	09.50.44	09.50.44	00.00.00	
2. Link Surya to M5	Host is alive	09.50.46	09.50.46	00.00.00	
3. Link Surya to New AB	Host is alive	09.50.56	09.50.56	00.00.00	
4. Link New AB to Surya	Host is alive	09.50.56	09.50.56	00.00.00	
5. Link New AB to Farnorth	Host is alive	09.50.58	09.50.58	00.00.00	
6. Link Farnorth to New AB	Host is alive	10.01.01	10.01.01	00.00.00	
7. Farnorth to Mega Shop	Host is alive	10.30.33	10.30.33	00.00.00	
8. Mega Shop to Farnorth	No answer	10.02.20	00.00.00	10.02.20	
9. Link Liebherr Office To Surya	Host is alive	09.50.39	09.50.39	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	09.50.42	09.50.42	00.00.00	

