Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	07.40.29	07.40.29	00.00.00	
2. Link Surya to M5	Host is alive	07.40.29	07.40.29	00.00.00	
3. Link Surya to New AB	Host is alive	07.45.49	07.40.49	00.05.00	
4. Link New AB to Surya	Host is alive	07.45.49	07.40.49	00.05.00	
5. Link New AB to Farnorth	Host is alive	07.40.33	07.40.33	00.00.00	
6. Link Farnorth to New AB	Host is alive	07.40.49	07.30.49	00.10.00	
7. Farnorth to Mega Shop	Host is alive	08.00.05	08.00.05	00.00.00	
8. Mega Shop to Farnorth	No answer	08.01.38	00.00.00	08.01.38	
9. Link Liebherr Office To Surya	Host is alive	07.40.32	07.40.32	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	07.40.29	07.40.29	00.00.00	

