Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:57:16	22:55:40	01:01:36	
2. Link Surya to M5	Host is alive	23:56:58	22:14:26	01:42:32	
3. Link Surya to New AB	Host is alive	23:57:08	22:14:37	01:42:31	
4. Link New AB to Surya	Host is alive	23:56:59	22:14:28	01:42:31	
5. Link New AB to Farnorth	Host is alive	23:57:07	22:14:36	01:42:31	
6. Link Farnorth to New AB	Host is alive	23:58:12	22:16:59	01:41:13	
7. Farnorth to Mega Shop	Host is alive	23:59:03	22:28:43	01:30:19	
8. Mega Shop to Farnorth	No answer	23:44:36	00:00:00	23:44:36	
9. Link Liebherr Office To Surya	Host is alive	23:58:14	22:17:01	01:41:13	
Link Surya To Liebherr Office	Host is alive	23:58:16	22:17:02	01:41:13	

