Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00:01:11	1 day 00:01:11	00:00:00	
2. Link Surya to M5	Host is alive	1 day 00:01:11	1 day 00:01:11	00:00:00	
3. Link Surya to New AB	Host is alive	1 day 00:00:09	1 day 00:00:09	00:00:00	
4. Link New AB to Surya	Host is alive	1 day 00:00:10	1 day 00:00:10	00:00:00	
5. Link New AB to Farnorth	Host is alive	1 day 00:00:05	1 day 00:00:05	00:00:00	
6. Link Farnorth to New AB	Host is alive	1 day 00:00:21	1 day 00:00:21	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:11:42	1 day 00:11:42	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:03:38	07:30:04	16:33:33	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:01:36	1 day 00:01:36	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:01:36	1 day 00:01:36	00:00:00	

