Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00:00:40	23:55:32	00:05:07	
2. Link Surya to M5	Host is alive	1 day 00:00:40	23:55:32	00:05:07	
3. Link Surya to New AB	Host is alive	1 day 00:00:40	23:55:32	00:05:07	
4. Link New AB to Surya	Host is alive	1 day 00:00:39	23:55:32	00:05:06	
5. Link New AB to Farnorth	Host is alive	1 day 00:00:40	23:55:32	00:05:07	
6. Link Farnorth to New AB	Host is alive	1 day 00:00:37	23:50:29	00:10:08	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:36	1 day 00:00:36	00:00:00	
8. Mega Shop to Farnorth	No answer	1 day 00:05:12	00:00:00	1 day 00:05:12	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:00:25	1 day 00:00:25	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:00:25	1 day 00:00:25	00:00:00	

