Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:54	22:00:35	01:55:18	
2. Link Surya to M5	Host is alive	23:55:50	22:00:38	01:55:11	
3. Link Surya to New AB	Host is alive	23:55:50	22:00:37	01:55:12	
4. Link New AB to Surya	Host is alive	23:55:50	22:00:38	01:55:11	
5. Link New AB to Farnorth	Host is alive	23:55:54	22:00:35	01:55:18	
6. Link Farnorth to New AB	Host is alive	23:49:52	21:50:33	01:59:19	
7. Farnorth to Mega Shop	Host is alive	23:48:41	23:48:41	00:00:00	
8. Mega Shop to Farnorth	No answer	23:46:17	00:00:00	23:46:17	
9. Link Liebherr Office To Surya	Host is alive	23:49:45	21:50:31	01:59:14	
Link Surya To Liebherr Office	Host is alive	23:49:45	21:50:31	01:59:14	

