Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.52.29	23.52.29	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.53.31	23.53.31	00.00.00	
2. Link Surya to M5	Host is alive	23.52.32	23.52.32	00.00.00	
3. Link Surya to New AB	Host is alive	23.52.32	23.52.32	00.00.00	
4. Link New AB to Surya	Host is alive	23.52.31	23.52.31	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.00.19	1 day 00.00.19	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.52.54	23.52.54	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.28	1 day 00.00.28	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.00.39	23.00.27	01.00.12	
9. Link Surya To Liebherr Office	Host is alive	23.53.31	23.53.31	00.00.00	

