Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:17:57	23:12:57	00:05:00	
2. Link Surya to M5	Host is alive	23:17:58	23:12:58	00:05:00	
3. Link Surya to New AB	Host is alive	23:17:58	23:12:58	00:05:00	
4. Link New AB to Surya	Host is alive	23:17:58	23:12:58	00:05:00	
5. Link New AB to Farnorth	Host is alive	23:17:59	23:12:59	00:05:00	
6. Link Farnorth to New AB	Host is alive	23:27:13	23:27:13	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:36:58	23:36:58	00:00:00	
8. Mega Shop to Farnorth	No answer	23:39:59	00:00:00	23:39:59	
9. Link Liebherr Office To Surya	Host is alive	23:27:09	23:27:09	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:27:09	23:27:09	00:00:00	

