Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:55:40	23:55:40	00:00:00	
2. Link Surya to M5	Host is alive	23:55:38	23:55:38	00:00:00	
3. Link Surya to New AB	Host is alive	23:56:15	23:56:15	00:00:00	
4. Link New AB to Surya	Host is alive	23:56:16	23:56:16	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:56:08	23:56:08	00:00:00	
6. Link Farnorth to New AB	Host is alive	1 day 00:01:04	1 day 00:01:04	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:00:26	1 day 00:00:26	00:00:00	
8. Mega Shop to Farnorth	Host is alive	1 day 00:03:44	07:30:08	16:33:36	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:00:26	1 day 00:00:26	00:00:00	
Link Surya To Liebherr Office	Host is alive	1 day 00:00:28	1 day 00:00:28	00:00:00	

