Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.54.22	23.28.47	00.25.35	
2. Link Surya to M5	Host is alive	23.54.22	23.28.50	00.25.32	
3. Link Surya to New AB	Host is alive	23.54.24	22.58.11	00.56.13	
4. Link New AB to Surya	Host is alive	23.54.25	22.58.15	00.56.10	
5. Link New AB to Farnorth	Host is alive	23.54.23	22.58.10	00.56.13	
6. Link Farnorth to New AB	Host is alive	23.59.30	22.58.42	01.00.47	
7. Farnorth to Mega Shop	Host is alive	23.59.53	22.59.43	01.00.09	
8. Mega Shop to Farnorth	No answer	23.56.37	00.00.00	23.56.37	
9. Link Liebherr Office To Surya	Host is alive	23.59.23	23.29.06	00.30.16	
9. Link Surya To Liebherr Office	Host is alive	23.59.23	23.29.07	00.30.16	

