Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.41.07	23.41.07	00.00.00	
2. Link Surya to M5	Host is alive	23.44.12	23.44.12	00.00.00	
3. Link Surya to New AB	Host is alive	23.44.09	23.44.09	00.00.00	
4. Link New AB to Surya	Host is alive	23.43.40	23.43.40	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.43.38	23.43.38	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.53.02	23.53.02	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.01.22	1 day 00.01.22	00.00.00	
8. Mega Shop to Farnorth	No answer	1 day 00.05.15	00.00.00	1 day 00.05.15	
9. Link Liebherr Office To Surya	Host is alive	23.53.05	23.53.05	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.53.03	23.53.03	00.00.00	

