Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.56.35	23.56.35	00.00.00	
2. Link Surya to M5	Host is alive	23.56.24	23.56.24	00.00.00	
3. Link Surya to New AB	Host is alive	23.56.26	23.56.26	00.00.00	
4. Link New AB to Surya	Host is alive	23.56.19	23.56.19	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.56.19	23.56.19	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.54.16	23.54.16	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.54.56	23.54.56	00.00.00	
8. Mega Shop to Farnorth	No answer	1 day 00.02.31	00.00.00	1 day 00.02.31	
9. Link Liebherr Office To Surya	Host is alive	1 day 00.04.14	1 day 00.04.14	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.54.15	23.54.15	00.00.00	

