Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	09.20.34	09.15.33	00.05.00	
2. Link Surya to M5	Host is alive	09.20.34	09.15.33	00.05.00	
3. Link Surya to New AB	Host is alive	09.20.35	09.15.34	00.05.00	
4. Link New AB to Surya	Host is alive	09.20.35	09.15.34	00.05.00	
5. Link New AB to Farnorth	Host is alive	09.20.34	09.15.33	00.05.00	
6. Link Farnorth to New AB	Host is alive	09.20.30	09.10.30	00.10.00	
7. Farnorth to Mega Shop	Host is alive	09.00.09	09.00.09	00.00.00	
8. Mega Shop to Farnorth	No answer	09.01.50	00.00.00	09.01.50	
9. Link Liebherr Office To Surya	Host is alive	09.20.29	09.10.29	00.10.00	
9. Link Surya To Liebherr Office	Host is alive	09.20.29	09.10.29	00.10.00	

