Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.23	23.21.34	00.35.48	
2. Link Surya to M5	Host is alive	23.57.24	23.21.35	00.35.48	
3. Link Surya to New AB	Host is alive	23.57.24	23.21.36	00.35.47	
4. Link New AB to Surya	Host is alive	23.57.19	23.21.30	00.35.48	
5. Link New AB to Farnorth	Host is alive	23.57.17	23.21.26	00.35.50	
6. Link Farnorth to New AB	Host is alive	23.54.23	23.13.56	00.40.26	
7. Farnorth to Mega Shop	Host is alive	23.45.19	23.15.12	00.30.07	
8. Mega Shop to Farnorth	No answer	23.30.57	00.00.00	23.30.57	
9. Link Liebherr Office To Surya	Host is alive	23.54.35	23.14.08	00.40.26	
9. Link Surya To Liebherr Office	Host is alive	23.54.35	23.14.08	00.40.26	

