Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.55.01	23.44.50	00.10.10	
02. Switch KPC LBTT	Host is alive	23.55.01	23.49.55	00.05.06	
04. Exalt KPC Pelangi Camp	Host is alive	23.54.38	23.49.33	00.05.04	
05. Switch KPC 15K	Host is alive	23.55.03	23.49.57	00.05.06	
10. Link Metro MKN Jakarta-----!	Host is alive	23.54.58	23.54.58	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.55.07	23.55.07	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.54.59	23.54.59	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.54.59	23.54.59	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.55.07	23.55.07	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.55.00	23.49.52	00.05.07	
22. Link TBTS Galaxy ( switch )	Host is alive	23.54.55	23.54.55	00.00.00	
23. Link TBTS Lignite	Host is alive	23.55.06	23.29.26	00.25.39	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.54.56	23.29.16	00.25.39	
27. Link Backup Nokia Middle toLignite	Host is alive	23.54.47	23.29.07	00.25.39	
28. Link NEC AB-to-BIG	Host is alive	23.55.52	23.55.52	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.55.59	23.55.59	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.55.59	23.52.01	00.03.58	
31. Link NEC FN-to-AB	Host is alive	23.56.02	23.51.48	00.04.14	
32. Link NEC HT to AB	Host is alive	23.56.05	23.56.05	00.00.00	
33. Link NEC AB to HT	Host is alive	23.56.02	23.48.48	00.07.14	
Genset CH 15000	Host is alive	23.55.04	23.49.56	00.05.07	

