Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	1 day 00.00.26	1 day 00.00.26	00.00.00	
02. NEC Harapan	Host is alive	1 day 00.00.16	1 day 00.00.16	00.00.00	
03. NEC AB	Host is alive	1 day 00.00.22	1 day 00.00.22	00.00.00	
04. NEC Farnorth	Host is alive	1 day 00.00.26	23.55.18	00.05.07	
05. NEC Middle	Host is alive	1 day 00.00.25	23.55.17	00.05.07	
06. NEC Lignite	Host is alive	1 day 00.00.26	23.55.18	00.05.07	
07. NEC Surya	Host is alive	1 day 00.00.26	1 day 00.00.26	00.00.00	
08. NEC Bintang	Host is alive	1 day 00.00.16	1 day 00.00.16	00.00.00	
09. NEC PTH	Host is alive	1 day 00.00.22	1 day 00.00.22	00.00.00	
10. NEC PNS	Host is alive	23.59.12	23.54.45	00.04.27	
11. NEC LBTT	Host is alive	1 day 00.00.24	23.55.16	00.05.07	
11.1 NEC LBTT via MKN	Host is alive	23.59.59	23.59.59	00.00.00	
12. NEC 15K	Host is alive	1 day 00.00.26	23.55.18	00.05.07	
12.1 NEC 15K via MKN	Host is alive	1 day 00.00.03	23.53.26	00.06.36	

