Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.58.04	23.54.29	00.03.35	
02. NEC Harapan	Host is alive	23.58.05	23.54.35	00.03.30	
03. NEC AB	Host is alive	23.58.03	23.54.28	00.03.35	
04. NEC Farnorth	Host is alive	23.58.09	23.54.35	00.03.33	
05. NEC Middle	Host is alive	23.58.01	23.54.32	00.03.29	
06. NEC Lignite	Host is alive	23.57.59	23.54.28	00.03.31	
07. NEC Surya	Host is alive	23.58.02	23.54.29	00.03.33	
08. NEC Bintang	Host is alive	23.58.01	23.54.30	00.03.31	
09. NEC PTH	Host is alive	23.58.02	23.54.29	00.03.33	
10. NEC PNS	Host is alive	23.59.29	23.52.32	00.06.57	
11. NEC LBTT	Host is alive	23.58.01	23.54.28	00.03.33	
11.1 NEC LBTT via MKN	Host is alive	23.59.05	23.57.58	00.01.07	
12. NEC 15K	Host is alive	23.58.00	23.54.31	00.03.29	
12.1 NEC 15K via MKN	Host is alive	23.58.53	23.56.39	00.02.14	

