Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.58.21	23.53.16	00.05.04	
10. Link Liebherr Office To Surya	Host is alive	23.53.27	23.33.12	00.20.15	
2. Link Surya to M5	Host is alive	23.58.13	23.53.08	00.05.04	
3. Link Surya to New AB	Host is alive	23.58.25	23.53.20	00.05.04	
4. Link New AB to Surya	Host is alive	23.58.21	23.53.16	00.05.04	
5. Link New AB to Farnorth	Host is alive	23.58.13	23.53.08	00.05.04	
6. Link Farnorth to New AB	Host is alive	23.53.20	23.43.13	00.10.07	
7. Farnorth to Mega Shop	Host is alive	1 day 00.13.30	1 day 00.13.30	00.00.00	
8. Mega Shop to Farnorth	No answer	1 day 00.13.48	07.40.11	16.33.36	
9. Link Surya To Liebherr Office	Host is alive	23.53.27	23.33.12	00.20.15	

