Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	10.01.08	10.01.08	00.00.00	
2. Link Surya to M5	Host is alive	10.01.09	10.01.09	00.00.00	
3. Link Surya to New AB	Host is alive	10.01.37	09.56.37	00.05.00	
4. Link New AB to Surya	Host is alive	10.01.37	09.56.37	00.05.00	
5. Link New AB to Farnorth	Host is alive	10.01.46	10.01.46	00.00.00	
6. Link Farnorth to New AB	Host is alive	10.01.36	09.51.36	00.10.00	
7. Farnorth to Mega Shop	Host is alive	10.00.33	10.00.33	00.00.00	
8. Mega Shop to Farnorth	Host is alive	10.01.11	06.30.25	03.30.45	
9. Link Liebherr Office To Surya	Host is alive	10.00.59	10.00.59	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	10.00.59	10.00.59	00.00.00	

