Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.09	23.57.09	00.00.00	
2. Link Surya to M5	Host is alive	23.57.08	23.57.08	00.00.00	
3. Link Surya to New AB	Host is alive	23.52.06	23.52.06	00.00.00	
4. Link New AB to Surya	Host is alive	23.52.06	23.52.06	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.52.17	23.52.17	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.52.43	23.52.43	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.33.50	23.33.50	00.00.00	
8. Mega Shop to Farnorth	Host is alive	23.33.36	21.33.09	02.00.26	
9. Link Liebherr Office To Surya	Host is alive	23.52.32	23.52.32	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.52.32	23.52.32	00.00.00	

