Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	07.15.17	07.10.17	00.05.00	
2. Link Surya to M5	Host is alive	07.15.18	07.10.18	00.05.00	
3. Link Surya to New AB	Host is alive	07.15.18	07.10.18	00.05.00	
4. Link New AB to Surya	Host is alive	07.15.18	07.10.18	00.05.00	
5. Link New AB to Farnorth	Host is alive	07.15.17	07.10.17	00.05.00	
6. Link Farnorth to New AB	Host is alive	07.20.21	07.20.21	00.00.00	
7. Farnorth to Mega Shop	Host is alive	07.30.10	07.30.10	00.00.00	
8. Mega Shop to Farnorth	No answer	07.31.04	02.30.02	05.01.02	
9. Link Liebherr Office To Surya	Host is alive	07.20.17	07.20.17	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	07.20.17	07.20.17	00.00.00	

