Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.54.11	23.54.11	00.00.00	
2. Link Surya to M5	Host is alive	23.54.11	23.54.11	00.00.00	
3. Link Surya to New AB	Host is alive	23.54.11	23.54.11	00.00.00	
4. Link New AB to Surya	Host is alive	23.54.11	23.54.11	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.54.12	23.54.12	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.58.54	23.58.54	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.59.36	23.59.36	00.00.00	
8. Mega Shop to Farnorth	No answer	23.58.14	02.30.03	21.28.10	
9. Link Liebherr Office To Surya	Host is alive	23.59.04	23.59.04	00.00.00	
9. Link Surya To Liebherr Office	Host is alive	23.59.05	23.59.05	00.00.00	

