Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00.02.26	1 day 00.02.26	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.51.07	23.51.07	00.00.00	
2. Link Surya to M5	Host is alive	1 day 00.02.29	1 day 00.02.29	00.00.00	
3. Link Surya to New AB	Host is alive	1 day 00.02.33	1 day 00.02.33	00.00.00	
4. Link New AB to Surya	Host is alive	1 day 00.02.29	1 day 00.02.29	00.00.00	
5. Link New AB to Farnorth	Host is alive	1 day 00.02.31	1 day 00.02.31	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.51.08	23.51.08	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.25	1 day 00.00.25	00.00.00	
8. Mega Shop to Farnorth	Host is alive	1 day 00.02.16	15.00.16	09.01.59	
9. Link Surya To Liebherr Office	Host is alive	23.51.07	23.51.07	00.00.00	

