Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.56.36	23.56.36	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.56.06	23.56.06	00.00.00	
2. Link Surya to M5	Host is alive	23.56.36	23.56.36	00.00.00	
3. Link Surya to New AB	Host is alive	23.56.36	23.56.36	00.00.00	
4. Link New AB to Surya	Host is alive	23.56.36	23.56.36	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.56.36	23.56.36	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.56.02	23.56.02	00.00.00	
7. Farnorth to Mega Shop	Host is alive	23.55.39	23.55.39	00.00.00	
8. Mega Shop to Farnorth	No answer	23.56.30	11.53.51	12.02.38	
9. Link Surya To Liebherr Office	Host is alive	23.56.06	23.56.06	00.00.00	

