Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	13.41.32	13.41.32	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	13.40.37	13.40.37	00.00.00	
2. Link Surya to M5	Host is alive	13.41.32	13.41.32	00.00.00	
3. Link Surya to New AB	Host is alive	13.41.35	13.41.35	00.00.00	
4. Link New AB to Surya	Host is alive	13.41.36	13.41.36	00.00.00	
5. Link New AB to Farnorth	Host is alive	13.41.32	13.41.32	00.00.00	
6. Link Farnorth to New AB	Host is alive	13.40.37	13.40.37	00.00.00	
7. Farnorth to Mega Shop	Host is alive	14.00.17	14.00.17	00.00.00	
8. Mega Shop to Farnorth	No answer	14.01.18	09.00.11	05.01.07	
9. Link Surya To Liebherr Office	Host is alive	13.40.36	13.40.36	00.00.00	

