Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.58	23.32.16	00.25.41	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.17	23.41.01	00.20.16	
2. Link Surya to M5	Host is alive	23.57.56	23.21.59	00.35.57	
3. Link Surya to New AB	Host is alive	23.57.59	23.22.02	00.35.57	
4. Link New AB to Surya	Host is alive	23.57.58	23.32.16	00.25.41	
5. Link New AB to Farnorth	Host is alive	23.57.52	23.32.10	00.25.41	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.17	23.41.01	00.20.16	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.23	1 day 00.00.23	00.00.00	
8. Mega Shop to Farnorth	No answer	1 day 00.05.27	00.00.00	1 day 00.05.27	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.03	1 day 00.01.03	00.00.00	

