Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.59.37	23.54.36	00.05.00	
02. NEC Harapan	Host is alive	23.59.37	23.54.37	00.05.00	
03. NEC AB	Host is alive	23.59.37	23.54.37	00.05.00	
04. NEC Farnorth	Host is alive	23.59.37	23.54.37	00.05.00	
05. NEC Middle	Host is alive	23.59.37	23.54.35	00.05.02	
06. NEC Lignite	Host is alive	23.59.37	23.54.37	00.05.00	
07. NEC Surya	Host is alive	23.59.37	23.54.36	00.05.00	
08. NEC Bintang	Host is alive	23.59.37	23.54.36	00.05.00	
09. NEC PTH	Host is alive	23.59.37	23.54.37	00.05.00	
10. NEC PNS	Host is alive	23.55.16	23.55.16	00.00.00	
11. NEC LBTT	Host is alive	23.59.37	23.54.37	00.05.00	
11.1 NEC LBTT via MKN	No answer	23.55.31	15.35.44	08.19.47	
12. NEC 15K	Host is alive	23.59.33	23.54.33	00.05.00	
12.1 NEC 15K via MKN	Host is alive	23.55.23	23.33.21	00.22.02	

