Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	18.19.48	18.19.48	00.00.00	
02. NEC Harapan	Host is alive	18.19.48	18.19.48	00.00.00	
03. NEC AB	Host is alive	18.19.41	18.19.41	00.00.00	
04. NEC Farnorth	Host is alive	18.19.41	18.19.41	00.00.00	
05. NEC Middle	Host is alive	18.19.36	18.19.36	00.00.00	
06. NEC Lignite	Host is alive	18.19.36	18.19.36	00.00.00	
07. NEC Surya	Host is alive	18.19.48	18.19.48	00.00.00	
08. NEC Bintang	Host is alive	18.19.42	18.19.42	00.00.00	
09. NEC PTH	Host is alive	18.19.42	18.19.42	00.00.00	
10. NEC PNS	Host is alive	18.19.59	18.19.59	00.00.00	
11. NEC LBTT	Host is alive	18.19.41	18.19.41	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	18.19.37	18.19.37	00.00.00	
12. NEC 15K	Host is alive	18.19.41	18.19.41	00.00.00	
12.1 NEC 15K via MKN	Host is alive	18.19.59	18.18.51	00.01.08	

