Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	23.53.01	23.53.01	00.00.00	
02. NEC Harapan	Host is alive	23.52.47	23.52.47	00.00.00	
03. NEC AB	Host is alive	23.52.47	23.52.47	00.00.00	
04. NEC Farnorth	Host is alive	23.52.44	23.52.44	00.00.00	
05. NEC Middle	Host is alive	23.52.44	23.52.44	00.00.00	
06. NEC Lignite	Host is alive	23.52.44	23.52.44	00.00.00	
07. NEC Surya	Host is alive	23.52.49	23.52.49	00.00.00	
08. NEC Bintang	Host is alive	23.57.22	23.51.57	00.05.24	
09. NEC PTH	Host is alive	23.52.49	23.52.49	00.00.00	
10. NEC PNS	Host is alive	23.55.54	23.55.54	00.00.00	
11. NEC LBTT	Host is alive	23.57.35	23.57.35	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	23.56.25	23.48.01	00.08.23	
12. NEC 15K	Host is alive	23.57.31	23.57.31	00.00.00	
12.1 NEC 15K via MKN	Host is alive	23.55.28	23.47.39	00.07.49	

