Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	19.20.14	16.40.27	02.39.47	
02. NEC Harapan	Host is alive	19.20.14	16.40.28	02.39.46	
03. NEC AB	Host is alive	19.20.14	16.40.28	02.39.46	
04. NEC Farnorth	Host is alive	19.20.13	16.40.27	02.39.46	
05. NEC Middle	Host is alive	19.20.13	16.40.27	02.39.46	
06. NEC Lignite	Host is alive	19.20.13	16.40.27	02.39.46	
07. NEC Surya	Host is alive	19.20.14	16.40.27	02.39.47	
08. NEC Bintang	Host is alive	19.20.14	16.40.27	02.39.47	
09. NEC PTH	Host is alive	19.20.14	16.40.28	02.39.46	
10. NEC PNS	Host is alive	19.18.26	16.41.23	02.37.02	
11. NEC LBTT	Host is alive	19.20.13	16.40.27	02.39.46	
11.1 NEC LBTT via MKN	Host is alive	19.18.43	19.18.43	00.00.00	
12. NEC 15K	Host is alive	19.20.13	16.40.27	02.39.46	
12.1 NEC 15K via MKN	Host is alive	19.19.00	19.19.00	00.00.00	

