Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.56.21	23.49.18	00.07.02	
10. Link Liebherr Office To Surya	Host is alive	1 day 00.01.48	23.59.54	00.01.54	
2. Link Surya to M5	Host is alive	23.56.20	23.55.13	00.01.06	
3. Link Surya to New AB	Host is alive	23.56.21	23.52.06	00.04.14	
4. Link New AB to Surya	Host is alive	23.56.20	23.52.11	00.04.08	
5. Link New AB to Farnorth	Host is alive	23.56.21	23.52.12	00.04.08	
6. Link Farnorth to New AB	Host is alive	1 day 00.01.55	23.50.26	00.11.28	
7. Farnorth to Mega Shop	Host is alive	1 day 00.22.14	1 day 00.20.21	00.01.52	
8. Mega Shop to Farnorth	No answer	1 day 00.20.48	00.00.00	1 day 00.20.48	
9. Link Surya To Liebherr Office	Host is alive	1 day 00.01.49	23.59.55	00.01.54	

