Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23.57.15	23.57.15	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	23.51.12	23.51.12	00.00.00	
2. Link Surya to M5	Host is alive	23.57.16	23.57.16	00.00.00	
3. Link Surya to New AB	Host is alive	23.57.18	23.57.18	00.00.00	
4. Link New AB to Surya	Host is alive	23.57.21	23.57.21	00.00.00	
5. Link New AB to Farnorth	Host is alive	23.57.20	23.57.20	00.00.00	
6. Link Farnorth to New AB	Host is alive	23.51.13	23.51.13	00.00.00	
7. Farnorth to Mega Shop	Host is alive	1 day 00.00.22	1 day 00.00.22	00.00.00	
8. Mega Shop to Farnorth	No answer	1 day 00.03.11	10.30.11	13.33.00	
9. Link Surya To Liebherr Office	Host is alive	23.51.12	23.51.12	00.00.00	

