Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	07.30.50	07.30.50	00.00.00	
10. Link Liebherr Office To Surya	Host is alive	07.40.23	07.40.23	00.00.00	
2. Link Surya to M5	Host is alive	07.30.51	07.30.51	00.00.00	
3. Link Surya to New AB	Host is alive	07.30.51	07.30.51	00.00.00	
4. Link New AB to Surya	Host is alive	07.30.51	07.30.51	00.00.00	
5. Link New AB to Farnorth	Host is alive	07.30.51	07.30.51	00.00.00	
6. Link Farnorth to New AB	Host is alive	07.40.22	07.40.22	00.00.00	
7. Farnorth to Mega Shop	Host is alive	08.00.07	08.00.07	00.00.00	
8. Mega Shop to Farnorth	No answer	08.01.09	03.00.03	05.01.06	
9. Link Surya To Liebherr Office	Host is alive	07.40.23	07.40.23	00.00.00	

