Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	1 day 00.02.19	23.22.26	00.39.53	
02. Switch KPC LBTT	Host is alive	1 day 00.02.18	23.22.26	00.39.52	
04. Exalt KPC Pelangi Camp	Host is alive	1 day 00.02.19	23.22.26	00.39.53	
05. Switch KPC 15K	Host is alive	1 day 00.02.14	23.17.25	00.44.49	
10. Link Metro MKN Jakarta-----!	Host is alive	1 day 00.02.18	1 day 00.02.18	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	1 day 00.02.18	23.38.03	00.24.14	
12. ALU SURYA              Oncall Telco SGT	Host is alive	1 day 00.02.18	23.38.03	00.24.14	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	1 day 00.02.18	23.11.10	00.51.08	
15. ALU HATARI             Oncall Telco SGT	Host is alive	1 day 00.02.18	23.38.03	00.24.14	
16. ALU PTH                    Oncall Telco SGT	Host is alive	1 day 00.02.18	23.37.34	00.24.44	
17. ALU P11                    Oncall Telco SGT	Host is alive	1 day 00.02.18	23.37.34	00.24.44	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	1 day 00.02.19	23.37.35	00.24.44	
19. ALU 15000                 Oncall Telco BGL	Host is alive	1 day 00.02.17	23.11.10	00.51.07	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	1 day 00.02.19	23.37.35	00.24.44	
21. Link TBTS Inul Middle	Host is alive	1 day 00.02.19	23.17.11	00.45.07	
22. Link TBTS Galaxy ( switch )	Host is alive	1 day 00.02.19	22.32.21	01.29.57	
23. Link TBTS Lignite	Host is alive	1 day 00.02.19	23.22.20	00.39.59	
26. Link Backup Nokia Lignite to Middle	Host is alive	1 day 00.02.16	22.18.51	01.43.25	
27. Link Backup Nokia Middle toLignite	Host is alive	1 day 00.02.17	22.18.51	01.43.26	
28. Link NEC AB-to-BIG	Host is alive	23.58.15	23.16.19	00.41.56	
29. Link NEC BINTANG-to-AB	Host is alive	23.58.22	23.16.58	00.41.24	
30. Link NEC AB-to-FN	Host is alive	23.58.18	23.17.25	00.40.53	
31. Link NEC FN-to-AB	Host is alive	23.58.23	23.17.07	00.41.15	
32. Link NEC HT to AB	Host is alive	23.58.27	23.17.31	00.40.55	
33. Link NEC AB to HT	Host is alive	23.58.18	23.16.40	00.41.38	
Genset CH 15000	Host is alive	1 day 00.02.15	23.22.20	00.39.55	

