Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.57.35	23.52.29	00.05.05	
02. Switch KPC LBTT	Host is alive	23.57.35	23.57.35	00.00.00	
04. Exalt KPC Pelangi Camp	Host is alive	23.58.01	23.42.45	00.15.16	
05. Switch KPC 15K	Host is alive	23.57.41	23.42.26	00.15.14	
10. Link Metro MKN Jakarta-----!	Host is alive	23.57.41	23.57.41	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.57.45	23.57.45	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.57.43	23.57.43	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.57.43	23.57.43	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.57.45	23.57.45	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.57.41	23.57.41	00.00.00	
22. Link TBTS Galaxy ( switch )	Host is alive	23.57.45	23.52.08	00.05.36	
23. Link TBTS Lignite	Host is alive	23.57.45	23.57.45	00.00.00	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.57.20	23.57.20	00.00.00	
27. Link Backup Nokia Middle toLignite	Host is alive	23.57.22	23.57.22	00.00.00	
28. Link NEC AB-to-BIG	Host is alive	23.55.55	23.55.55	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.55.50	23.55.50	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.55.49	23.55.49	00.00.00	
31. Link NEC FN-to-AB	Host is alive	23.55.54	23.55.17	00.00.37	
32. Link NEC HT to AB	Host is alive	23.55.46	23.55.46	00.00.00	
33. Link NEC AB to HT	Host is alive	23.55.56	23.55.37	00.00.18	
Genset CH 15000	Host is alive	23.57.44	23.57.44	00.00.00	

