Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\KPC\
01. Node Pit B bengalon	Host is alive	23.52.25	23.47.00	00.05.24	
02. Switch KPC LBTT	Host is alive	23.52.20	23.32.02	00.20.18	
04. Exalt KPC Pelangi Camp	Host is alive	23.52.25	23.47.00	00.05.24	
05. Switch KPC 15K	Host is alive	23.52.25	23.47.00	00.05.24	
10. Link Metro MKN Jakarta-----!	Host is alive	23.52.30	23.52.30	00.00.00	
11. ALU M5                      Oncall Telco SGT	Host is alive	23.52.31	23.52.31	00.00.00	
12. ALU SURYA              Oncall Telco SGT	Host is alive	23.52.31	23.52.31	00.00.00	
13. ALU BINTANG          Oncall Telco SGT	Host is alive	23.52.32	23.52.32	00.00.00	
15. ALU HATARI             Oncall Telco SGT	Host is alive	23.52.32	23.52.32	00.00.00	
16. ALU PTH                    Oncall Telco SGT	Host is alive	23.52.31	23.52.31	00.00.00	
17. ALU P11                    Oncall Telco SGT	Host is alive	23.52.32	23.52.32	00.00.00	
18. ALU FNORTH            Oncall Telco SGT	Host is alive	23.52.30	23.52.30	00.00.00	
19. ALU 15000                 Oncall Telco BGL	Host is alive	23.52.32	23.52.32	00.00.00	
20. ALU LubukTutung     Oncall Telco BGL	Host is alive	23.52.32	23.52.32	00.00.00	
21. Link TBTS Inul Middle	Host is alive	23.52.29	23.52.04	00.00.25	
22. Link TBTS Galaxy ( switch )	Host is alive	23.52.31	23.52.31	00.00.00	
23. Link TBTS Lignite	Host is alive	23.52.31	23.46.57	00.05.33	
26. Link Backup Nokia Lignite to Middle	Host is alive	23.52.31	23.46.57	00.05.33	
27. Link Backup Nokia Middle toLignite	Host is alive	23.52.31	23.47.02	00.05.28	
28. Link NEC AB-to-BIG	Host is alive	23.56.29	23.56.29	00.00.00	
29. Link NEC BINTANG-to-AB	Host is alive	23.56.37	23.56.37	00.00.00	
30. Link NEC AB-to-FN	Host is alive	23.56.34	23.51.24	00.05.10	
31. Link NEC FN-to-AB	Host is alive	23.56.36	23.50.31	00.06.05	
32. Link NEC HT to AB	Host is alive	23.56.37	23.50.40	00.05.56	
33. Link NEC AB to HT	Host is alive	23.56.37	23.50.23	00.06.14	
Genset CH 15000	Host is alive	23.52.31	23.47.01	00.05.29	

