Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	1 day 00:00:46	23:54:24	00:06:22	
2. Link Surya to M5	Host is alive	1 day 00:00:46	23:54:24	00:06:22	
3. Link Surya to New AB	Host is alive	1 day 00:00:46	23:54:24	00:06:22	
4. Link New AB to Surya	Host is alive	1 day 00:00:46	23:54:24	00:06:22	
5. Link New AB to Farnorth	Host is alive	1 day 00:00:46	23:54:24	00:06:22	
6. Link Farnorth to New AB	Host is alive	1 day 00:05:46	23:50:43	00:15:03	
7. Farnorth to Mega Shop	Host is alive	23:47:04	23:12:22	00:34:42	
8. Mega Shop to Farnorth	Host is alive	23:47:07	23:12:25	00:34:42	
9. Link Liebherr Office To Surya	Host is alive	1 day 00:05:41	23:59:17	00:06:24	
Link Surya To Liebherr Office	Host is alive	1 day 00:05:41	23:59:17	00:06:24	

