Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:54:01	23:54:01	00:00:00	
2. Link Surya to M5	Host is alive	23:54:01	23:54:01	00:00:00	
3. Link Surya to New AB	Host is alive	23:54:00	23:54:00	00:00:00	
4. Link New AB to Surya	Host is alive	23:54:00	23:54:00	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:54:00	23:54:00	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:49:03	23:49:03	00:00:00	
7. Farnorth to Mega Shop	Host is alive	23:48:58	23:48:58	00:00:00	
8. Mega Shop to Farnorth	No answer	23:48:13	00:00:00	23:48:13	
9. Link Liebherr Office To Surya	Host is alive	23:49:03	23:49:03	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:49:03	23:49:03	00:00:00	

