Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\LIEBHER\
1. Link M5 to Surya	Host is alive	23:53:49	23:53:49	00:00:00	
2. Link Surya to M5	Host is alive	23:53:50	23:53:50	00:00:00	
3. Link Surya to New AB	Host is alive	23:53:50	23:53:50	00:00:00	
4. Link New AB to Surya	Host is alive	23:53:50	23:53:50	00:00:00	
5. Link New AB to Farnorth	Host is alive	23:53:50	23:53:50	00:00:00	
6. Link Farnorth to New AB	Host is alive	23:58:58	23:58:58	00:00:00	
7. Farnorth to Mega Shop	Host is alive	1 day 00:10:17	1 day 00:10:17	00:00:00	
8. Mega Shop to Farnorth	Host is alive	1 day 00:09:20	18:30:22	05:38:57	
9. Link Liebherr Office To Surya	Host is alive	23:58:58	23:58:58	00:00:00	
Link Surya To Liebherr Office	Host is alive	23:58:58	23:58:58	00:00:00	

