Test name	Status	Total time	Alive time	Dead time	

Folder: MONITORING\NEC_MKN_KPC-Link\
01. NEC M5	Host is alive	14.01.41	14.01.41	00.00.00	
02. NEC Harapan	Host is alive	14.01.41	14.01.41	00.00.00	
03. NEC AB	Host is alive	13.56.56	13.46.40	00.10.15	
04. NEC Farnorth	Host is alive	13.56.57	13.46.42	00.10.15	
05. NEC Middle	Host is alive	13.56.57	13.46.42	00.10.15	
06. NEC Lignite	Host is alive	13.56.57	13.46.42	00.10.15	
07. NEC Surya	Host is alive	14.01.41	14.01.41	00.00.00	
08. NEC Bintang	Host is alive	14.01.41	14.01.41	00.00.00	
09. NEC PTH	Host is alive	14.01.41	14.01.41	00.00.00	
10. NEC PNS	Host is alive	13.56.43	13.56.43	00.00.00	
11. NEC LBTT	Host is alive	14.01.42	14.01.42	00.00.00	
11.1 NEC LBTT via MKN	Host is alive	13.56.46	13.56.46	00.00.00	
12. NEC 15K	Host is alive	14.01.39	14.01.39	00.00.00	
12.1 NEC 15K via MKN	Host is alive	13.56.31	13.53.06	00.03.24	
13. NEC M5 -PitJ	Host is alive	14.01.41	14.01.41	00.00.00	
13. NEC PitJ	Host is alive	14.01.40	14.01.40	00.00.00	

